순번,SIDO,PLACE,LAT,MANAGER,LON,SSID,TEL,GU_DESC,JIBUN_ADDR,ROAD_ADDR,PLACE_DETAIL,MANUFACTURER,TYPE
686,부산광역시,기장도서관,35.249711,부산광역시,129.217353,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 동부리 444-2,부산광역시 기장군 기장읍 동부리 444-2,민원실,LGU+,지역문화시설
687,부산광역시,기장군청 의회,35.3252429,부산광역시,129.2767149,Public WiFi,051-888-4604,기장군,부산광역시 기장군 장안읍 월내리 132-142,부산광역시 기장군 장안읍 월내해안길 66,민원실,KT,관공서
688,부산광역시,기장군청,35.2443071,부산광역시,129.2225772,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 신천리 1,부산광역시 기장군 기장읍 기장대로 560,민원실,KT,관공서
689,부산광역시,기장군청,35.2442864,부산광역시,129.2226465,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 신천리 1,부산광역시 기장군 기장읍 기장대로 560,민원실,KT,관공서
690,부산광역시,기장군 보건소,35.2442864,부산광역시,129.2226465,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 신천리 1,부산광역시 기장군 기장읍 기장대로 560,민원실,KT,서민·복지시설
691,부산광역시,기장군 노인복지관,35.2351351,부산광역시,129.2125688,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 대라리 186-8,부산광역시 기장군 기장읍 대청로22번길 61,복지관,KT,서민·복지시설
692,부산광역시,교리장애인 주간보호센터,35.2574096,부산광역시,129.214111,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 교리 99,부산광역시 기장군 기장읍 차성로451번길 46-13,센터,KT,서민·복지시설
693,부산광역시,일광해수욕장,35.258254,부산광역시,129.234914,Dynamic Busan,051-888-4604,기장군,부산광역시 기장군 일광면 삼성리 115-1,부산광역시 기장군 일광면 삼성리 115-1,공중화장실,부산광역시,관광
694,부산광역시,일광해수욕장,35.262051,부산광역시,129.233568,Dynamic Busan,051-888-4604,기장군,부산광역시 기장군 일광면 삼성리 115-1,부산광역시 기장군 일광면 삼성리 115-1,공용샤워장,부산광역시,관광
695,부산광역시,일광해수욕장,35.264562,부산광역시,129.233678,Dynamic Busan,051-888-4604,기장군,부산광역시 기장군 일광면 삼성리 115-1,부산광역시 기장군 일광면 삼성리 115-1,재난전광판,부산광역시,관광
696,부산광역시,일광해수욕장,35.262511,부산광역시,129.233727,Dynamic Busan,051-888-4604,기장군,부산광역시 기장군 일광면 삼성리 115-1,부산광역시 기장군 일광면 삼성리 115-1,임해행정봉사실,부산광역시,관광
697,부산광역시,스포원,35.291419,부산광역시,129.105297,Public WiFi,051-888-4604,금정구,부산광역시 금정구 두구동 669,부산광역시 금정구 체육공원로399번길 324,공원,LGU+,지역문화시설
698,부산광역시,삼성전자서비스(주) 금정,35.239195,부산광역시,129.092756,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 216-3,부산광역시 금정구 중앙대로 1734,매장,LGU+,기타
699,부산광역시,부산종합버스터미널,35.284745,부산광역시,129.095384,Public WiFi,051-888-4604,금정구,부산광역시 금정구 노포동 133,부산광역시 금정구 중앙대로 2238,터미널,LGU+,교통시설
700,부산광역시,농협 구서동지점,35.256301,부산광역시,129.090694,Public WiFi,051-888-4604,금정구,부산광역시 금정구 구서동 184-8,부산광역시 금정구 중앙대로1929번길 9,민원실,SKT,기타
701,부산광역시,LG 서비스센터(금정),35.237466,부산광역시,129.091956,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 225-8,부산광역시 금정구 중앙대로171번길 9,매장,LGU+,기타
702,부산광역시,해오름 지역아동센터,35.2139818,부산광역시,129.1021871,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서동 299-3,부산광역시 금정구 서명로 9,센터,KT,서민·복지시설
703,부산광역시,초원의집,35.238678,부산광역시,129.0954058,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 200-63,부산광역시 금정구 부곡동 200-63,초원의집,LGU+,서민·복지시설
704,부산광역시,청룡노포동 주민센터,35.275254,부산광역시,129.089878,Public WiFi,051-888-4604,금정구,부산광역시 금정구 청룡동 31-14,부산광역시 금정구 철룡로 25,민원실,KT,관공서
705,부산광역시,장전3동 주민센터,35.227492,부산광역시,129.085524,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전3동 343-4,부산광역시 금정구 금정로 29-6,민원실,KT,관공서
706,부산광역시,장전2동 주민센터,35.227775,부산광역시,129.080991,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전동 715,부산광역시 금정구 소정로 19,민원실,KT,관공서
707,부산광역시,오마이랜드부산,35.2493821,부산광역시,129.0541547,Public WiFi,051-888-4604,금정구,부산광역시 금정구 금성동 151,부산광역시 금정구 산성로 470,빅뱅관,KT,편의시설
708,부산광역시,영락공원,35.2736156,부산광역시,129.1046068,Public WiFi,051-888-4604,금정구,부산광역시 금정구 두구동 1494-1,부산광역시 금정구 금정도서관로 108,영락공원,LGU+,편의시설
709,부산광역시,애광노인치매전문요양원,35.2295157,부산광역시,129.0751089,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전2동 503-77,부산광역시 금정구 금샘로17번안길 45,요양원,SKT,서민·복지시설
710,부산광역시,아이쿱협동조합,35.2347955,부산광역시,129.0909042,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 235-2,부산광역시 금정구 중앙대로1685번길 15,매장,KT,관공서
711,부산광역시,신망애치매전문요양원,35.2312898,부산광역시,129.0771617,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전2동 502-24,부산광역시 금정구 금샘로 66,요양원,SKT,서민·복지시설
712,부산광역시,신망애노인요양원,35.2318092,부산광역시,129.0772928,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전2동 502-13,부산광역시 금정구 금샘로 66,요양원,KT,서민·복지시설
713,부산광역시,성애원,35.229646,부산광역시,129.076109,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전동 502-36,부산광역시 금정구 금샘로 41,성애원,LGU+,서민·복지시설
714,부산광역시,성심어머니집,35.2300941,부산광역시,129.0773646,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전동 501,부산광역시 금정구 금샘로 46-13,어머니집,KT,서민·복지시설
715,부산광역시,선두구동 주민센터,35.298294,부산광역시,129.113272,Public WiFi,051-888-4604,금정구,부산광역시 금정구 두구동 174-1,부산광역시 금정구 두구죽전1길 13,민원실,KT,관공서
716,부산광역시,서동향토시장,35.2546942,부산광역시,129.0895988,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서동 194-1번지,부산광역시 금정구 서부로 21-1,시장,SKT,서민·복지시설
717,부산광역시,서동전통골목시장,35.2155818,부산광역시,129.1023364,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서동 339-1번지,부산광역시 금정구 서동로 145-12,시장,SKT,서민·복지시설
718,부산광역시,서동성가공부방,35.215724,부산광역시,129.099478,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서2동 302-978,부산광역시 금정구 삼차로 69,공부방,LGU+,서민·복지시설
719,부산광역시,서동 지역아동센터,35.215883,부산광역시,129.105296,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서3동 197-45,부산광역시 금정구 서부로10번길 22,센터,LGU+,서민·복지시설
720,부산광역시,서3동 주민센터,35.2172612,부산광역시,129.1039123,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서3동 397-8,부산광역시 금정구 서곡로33번길 9,민원실,LGU+,관공서
721,부산광역시,서3동 주민센터,35.2172612,부산광역시,129.1039123,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서3동 397-8,부산광역시 금정구 서곡로33번길 9,민원실,LGU+,관공서
722,부산광역시,서2동 주민센터,35.216275,부산광역시,129.101922,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서동 297-446,부산광역시 금정구 서동중심로 33,민원실,KT,관공서
723,부산광역시,서1동 주민센터,35.218354,부산광역시,129.099131,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서1동 161-14,부산광역시 금정구 서부로69번길 17,민원실,KT,관공서
724,부산광역시,샐리홈,35.238756,부산광역시,129.093834,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 200-68,부산광역시 금정구 기찰로 90,샐리홈,LGU+,서민·복지시설
725,부산광역시,부산금정우체국,35.2442255,부산광역시,129.0920977,Public WiFi,051-888-4604,금정구,부산광역시 금정구 구서1동 420-16,부산광역시 금정구 중앙대로1793번길 20,민원실,KT,관공서
726,부산광역시,부곡상가시장,35.2256425,부산광역시,129.0913829,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 304-1,부산광역시 금정구 부곡로 107,시장,SKT,편의시설
727,부산광역시,부곡4동 주민센터,35.219946,부산광역시,129.088569,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 395-14,부산광역시 금정구 부곡로18번안길 37,민원실,KT,관공서
728,부산광역시,부곡3동 주민센터,35.240541,부산광역시,129.093829,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 59-11,부산광역시 금정구 기찰로 107,민원실,LGU+,관공서
729,부산광역시,부곡2동 주민센터,35.229869,부산광역시,129.092712,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 265-10,부산광역시 금정구 부곡로156번길 7,민원실,KT,관공서
730,부산광역시,부곡1동 주민센터,35.224431,부산광역시,129.092155,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡1동 323-1,부산광역시 금정구 동부곡로6번길 29,민원실,KT,관공서
731,부산광역시,바오로아람터,35.2776546,부산광역시,129.0887812,Public WiFi,051-888-4604,금정구,부산광역시 금정구 청룡동 39-4,부산광역시 금정구 청룡예전로43번길 37,아람터,KT,서민·복지시설
732,부산광역시,드림스타트센터,35.1365297,부산광역시,129.0842428,Public WiFi,051-888-4604,금정구,부산광역시 금정구 서동 397-8,부산광역시 금정구 서곡로33번길 9,센터,SKT,서민·복지시설
733,부산광역시,두레지역아동센터,35.2711735,부산광역시,129.0918228,Public WiFi,051-888-4604,금정구,부산광역시 금정구 남산동 24-8,부산광역시 금정구 팔송로7번길 21,센터,LGU+,서민·복지시설
734,부산광역시,동성원,35.2575352,부산광역시,129.0905806,Public WiFi,051-888-4604,금정구,부산광역시 금정구 구서동 175-3,부산광역시 금정구 두실로7번길 63,동성원,KT,서민·복지시설
735,부산광역시,동래양로원,35.231703,부산광역시,129.076061,Public WiFi,051-888-4604,금정구,부산광역시 금정구 장전동 산 38-25,부산광역시 금정구 산성로 967,양로원,SKT,서민·복지시설
736,부산광역시,누리지역아동센터,35.2325248,부산광역시,129.091107,Public WiFi,051-888-4604,금정구,부산광역시 금정구 부곡동 244-10,부산광역시 금정구 중앙대로 1657,센터,KT,서민·복지시설
737,부산광역시,노포차량기지창 차량사업소,35.285199,부산광역시,129.098381,Public WiFi,051-888-4604,금정구,부산광역시 금정구 노포동 133,부산광역시 금정구 중앙대로 2238,홍보관,SKT,관공서
738,부산광역시,남산동 주민센터,35.271658,부산광역시,129.0922445,Public WiFi,051-888-4604,금정구,부산광역시 금정구 남산동 21-5,부산광역시 금정구 중앙대로2097번길 4,민원실,KT,관공서
739,부산광역시,남광종합사회복지관,35.2947533,부산광역시,129.0992624,Public WiFi,051-888-4604,금정구,부산광역시 금정구 노포동 산15-3,부산광역시 금정구 중앙대로2349번길 3,복지관,KT,서민·복지시설
740,부산광역시,기술보증기금(금정구),35.2561708,부산광역시,129.0909837,Public WiFi,051-888-4604,금정구,부산광역시 금정구 구서2동 184-3,부산광역시 금정구 중앙대로 1925,민원실,LGU+,관공서
741,부산광역시,대한상공회의소 부산인력개발원,35.125185,부산광역시,129.102798,Public WiFi,051-888-4604,남구,부산광역시 남구 용당동 546-6,부산광역시 남구 신선로 454-20,B동,LGU+,관공서
742,부산광역시,대한상공회의소 부산인력개발원,35.125238,부산광역시,129.102831,Public WiFi,051-888-4604,남구,부산광역시 남구 용당동 546-6,부산광역시 남구 신선로 454-20,A동,LGU+,관공서
743,부산광역시,대연6동 주민센터,35.134929,부산광역시,129.0835573,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1768-3,부산광역시 남구 수영로 155,민원실,LGU+,관공서
744,부산광역시,대연5동 주민센터,35.138451,부산광역시,129.0901607,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1463-1,부산광역시 남구 진남로46번길 7,민원실,LGU+,관공서
745,부산광역시,대연4동 주민센터,35.1298826,부산광역시,129.0913584,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1090-14,부산광역시 남구 석포로91번길 96,민원실,LGU+,관공서
746,부산광역시,대연3동 주민센터,35.139991,부산광역시,129.103861,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1858,부산광역시 남구 수영로 345,민원실,LGU+,관공서
747,부산광역시,대연1동 주민센터,35.1344914,부산광역시,129.0841338,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1241-2,부산광역시 남구 수영로 160,민원실,SKT,관공서
748,부산광역시,대연1동 주민센터,35.1345342,부산광역시,129.0934793,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 984-20,부산광역시 남구 유엔평화로 24,민원실,LGU+,관공서
749,부산광역시,대동골 문화센터,35.1523275,부산광역시,129.0891356,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 245-170,부산광역시 남구 황령대로319번가길 147,센터,KT,지역문화시설
750,부산광역시,남부운전면허시험장,35.127929,부산광역시,129.106908,Public WiFi,051-888-4604,남구,부산광역시 남구 용호1동 산45-3,부산광역시 남구 용호로 16,민원실,LGU+,관공서
751,부산광역시,남구체육센터,35.1038405,부산광역시,129.108414,Public WiFi,051-888-4604,남구,부산광역시 남구 용호동 895-18,부산광역시 남구 백운포로 110,센터,LGU+,지역문화시설
752,부산광역시,남부운전면허시험장,35.127929,부산광역시,129.106908,Public WiFi,051-888-4604,남구,부산광역시 남구 용호1동 산45-3,부산광역시 남구 용호로 16,교육장,LGU+,관공서
753,부산광역시,연산4동주민센터,35.186301,부산광역시,129.084947,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 630-22,부산광역시 연제구 쌍미천로 151번길 42,민원실,KT,관공서
754,부산광역시,연산3동주민센터,35.173358,부산광역시,129.094259,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산3동 1799-73,부산광역시 연제구 연수로 218번길 4,민원실,KT,관공서
755,부산광역시,연산2동주민센터,35.179947,부산광역시,129.079327,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 1598-7,부산광역시 연제구 중앙대로 1038번길 39,민원실,KT,관공서
756,부산광역시,연산1동주민센터,35.189991,부산광역시,129.090409,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 313-10,부산광역시 연제구 연동로8번길 66,민원실,KT,관공서
757,부산광역시,연동시장,35.1888554,부산광역시,129.092548,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 312-18번지,부산광역시 연제구 쌍미천로141번길 41,시장,SKT,서민·복지시설
758,부산광역시,성우원,35.1813131,부산광역시,129.1022341,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산9동 10-50,부산광역시 연제구 톳고개로 48,성우원,KT,서민·복지시설
759,부산광역시,부산장애인종합복지관,35.190556,부산광역시,129.081547,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 578-5,부산광역시 연제구 중앙대로 1150번길 15,복지관,KT,서민·복지시설
760,부산광역시,부산의료원 종합검진센터,35.1868174,부산광역시,129.0601326,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제2동 1330,부산광역시 연제구 거제2동 1330,센터,LGU+,서민·복지시설
761,부산광역시,부산연제우체국,35.1941312,부산광역시,129.0705481,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제1동 1473,부산광역시 연제구 법원북로 33,우체국,KT,관공서
762,부산광역시,부산돌봉사사회서비스센터,35.182701,부산광역시,129.073516,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제3동 457-17,부산광역시 연제구 거제시장로14번길 38,센터,KT,서민·복지시설
763,부산광역시,부산광역시청,35.180133,부산광역시,129.0746555,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산5동 1000,부산광역시 연제구 중앙대로 1001,우체국,SKT,관공서
764,부산광역시,부산광역시청,35.180133,부산광역시,129.0746555,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산5동 1000,부산광역시 연제구 중앙대로 1001,3층 민원실,SKT,관공서
765,부산광역시,부산광역시청,35.180133,부산광역시,129.0746555,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산5동 1000,부산광역시 연제구 중앙대로 1001,2층 민원실,SKT,관공서
766,부산광역시,부산광역시청,35.180133,부산광역시,129.0746555,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산5동 1000,부산광역시 연제구 중앙대로 1001,1층 민원실,SKT,관공서
767,부산광역시,부산고등법원,35.1925799,부산광역시,129.0733152,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 1500,부산광역시 연제구 법원로 31,민원실,KT,관공서
768,부산광역시,부산경상대학 우체국,35.185462,부산광역시,129.100553,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산8동 277-4,부산광역시 연제구 고분로 170,민원실,SKT,관공서
769,부산광역시,배산역,35.1734594,부산광역시,129.0954674,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 1802,부산광역시 연제구 연산동 1802,역사,LGU+,교통시설
770,부산광역시,거제시장,35.181937,부산광역시,129.0728098,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 486-1,부산광역시 연제구 거제시장로 14번길 28,시장,KT,서민·복지시설
771,부산광역시,거제4동주민센터,35.1791991,부산광역시,129.0677705,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 676-316,부산광역시 연제구 해맞이로 53,민원실,SKT,관공서
772,부산광역시,거제3동주민센터,35.1840674,부산광역시,129.0731275,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 558-3,부산광역시 연제구 거제시장로22번길 70 (거제동),민원실,SKT,관공서
773,부산광역시,거제2동주민센터,35.1877881,부산광역시,129.0703505,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 1180-8,부산광역시 연제구 아시아드대로22번길 19,민원실,SKT,관공서
774,부산광역시,거제1동주민센터,35.1948155,부산광역시,129.0807427,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 1426-10,부산광역시 연제구 명륜로2번길 9 (거제동),민원실,SKT,관공서
775,부산광역시,개인택시공제조합(연제구),35.1861417,부산광역시,129.0554758,Public WiFi,051-888-4604,연제구,부산광역시 연제구 거제동 1368,부산광역시 연제구 월드컵대로 399,민원실,SKT,관공서
776,부산광역시,시청,35.180892,부산광역시,129.073346,Dynamic Busan,051-888-4604,연제구,부산광역시 연제구 연산동 1000,부산광역시 연제구 중앙대로 1001,녹음광장,부산광역시,관공서
777,부산광역시,시청,35.179461,부산광역시,129.075267,Dynamic Busan,051-888-4604,연제구,부산광역시 연제구 연산동 1000,부산광역시 연제구 중앙대로 1001,정문분수광장,부산광역시,관공서
778,부산광역시,흰돌실버타운,35.171424,부산광역시,129.098681,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 774-283,부산광역시 수영구 연수로260번길 53,타운,KT,서민·복지시설
779,부산광역시,한진개발공사,35.1427567,부산광역시,129.1103764,Public WiFi,051-888-4604,수영구,부산광역시 수영구 남천동 27-7,부산광역시 수영구 광남로 31,민원실,LGU+,관공서
780,부산광역시,민락골목시장,35.1571157,부산광역시,129.1242877,Public WiFi,051-888-4604,수영구,부산광역시 수영구 민락동 190-1,부산광역시 수영구 광안해변로277번길 28-8,시장,SKT,편의시설
781,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,6층,SKT,지역문화시설
782,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,5층,SKT,지역문화시설
783,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,4층,SKT,지역문화시설
784,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,3층,SKT,지역문화시설
785,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,2층,SKT,지역문화시설
786,부산광역시,망미도서관 분관,35.1734383,부산광역시,129.1049449,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 640-15,부산광역시 수영구 연수로315번길 23,1층,SKT,지역문화시설
787,부산광역시,망미2동주민센터,35.1752862,부산광역시,129.1152627,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 257-2,부산광역시 수영구 구락로81번길 40 (망미동),민원실,LGU+,관공서
788,부산광역시,이삭의집,35.1564736,부산광역시,129.1086546,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안4동 1237-5,부산광역시 수영구 호암로 35-11,이삭의집,KT,서민·복지시설
789,부산광역시,수화통역센터(수영구),35.156679,부산광역시,129.112696,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안4동 744-17,"부산광역시 수영구 수영로 569 (광안동, 4층)",센터,LGU+,서민·복지시설
790,부산광역시,수영팔도상가시장,35.169865,부산광역시,129.116918,Public WiFi,051-888-4604,수영구,부산광역시 수영구 수영동 60-1,부산광역시 수영구 수영로705번길 43 (수영동),시장,LGU+,서민·복지시설
791,부산광역시,수영역,35.167758,부산광역시,129.114574,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안동 1091-1,부산광역시 수영구 수영로 677,역사,LGU+,교통시설
792,부산광역시,수영사적공원,35.1708387,부산광역시,129.114391,Public WiFi,051-888-4604,수영구,부산광역시 수영구 수영동 229-1,부산광역시 수영구 수영성로 43,공원,SKT,관광
793,부산광역시,수영동 주민센터,35.170481,부산광역시,129.116051,Public WiFi,051-888-4604,수영구,부산광역시 수영구 수영동 191-2,부산광역시 수영구 수영성로36(수영동),민원실,LGU+,관공서
794,부산광역시,수영구청,35.145596,부산광역시,129.113186,Public WiFi,051-888-4604,수영구,부산광역시 수영구 남천2동 148-15,부산광역시 수영구 남천동로 100,민원실,KT,관공서
795,부산광역시,수영구청,35.1454212,부산광역시,129.1130256,Public WiFi,051-888-4604,수영구,부산광역시 수영구 남천동 148-15,부산광역시 수영구 남천동로 100,민원실,KT,관공서
796,부산광역시,누림터,35.1853437,부산광역시,129.0780885,Public WiFi,051-888-4604,연제구,부산광역시 연제구 연산동 1289-2,부산광역시 연제구 중앙대로 1075번길 42,누림터,KT,서민·복지시설
797,부산광역시,수영구자원봉사센터,35.1605402,부산광역시,129.1139829,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안동 118-3,부산광역시 수영구 수영로 614,센터,SKT,서민·복지시설
798,부산광역시,수영구보건소,35.162652,부산광역시,129.113443,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안동 661-1,부산광역시 수영구 수영로 637-5 (광안동),민원실,LGU+,서민·복지시설
799,부산광역시,수영구도서관,35.1444574,부산광역시,129.1052375,Public WiFi,051-888-4604,수영구,부산광역시 수영구 남천동 489-33번지,부산광역시 수영구 남천서로 33,도서관,SKT,지역문화시설
800,부산광역시,수영구노인복지관,35.140081,부산광역시,129.111188,Public WiFi,051-888-4604,수영구,부산광역시 수영구 남천동 552,부산광역시 수영구 황령대로489번길 83,복지관,LGU+,서민·복지시설
801,부산광역시,수영구 드림스타트센터,35.173467,부산광역시,129.116564,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 250-17,부산광역시 수영구 수미로 53,센터,LGU+,서민·복지시설
802,부산광역시,수영구 구민정보화교육장,35.1745166,부산광역시,129.1010649,Public WiFi,051-888-4604,수영구,부산광역시 수영구 망미동 826-54,부산광역시 수영구 연수로275번길 30,교육장,KT,지역문화시설
803,부산광역시,부산시민천문대,35.155155,부산광역시,129.100569,Public WiFi,051-888-4604,수영구,부산광역시 수영구 광안4동 산60-3,부산광역시 수영구 황령산로 156,천문대,SKT,관광
804,부산광역시,민락어패류시장,35.1556748,부산광역시,129.1244434,Public WiFi,051-888-4604,수영구,부산광역시 수영구 민락동 181-8번지,부산광역시 수영구 광안해변로 278,시장,SKT,편의시설
805,부산광역시,민락씨랜드회센터,35.1568496,부산광역시,129.1261023,Public WiFi,051-888-4604,수영구,부산광역시 수영구 민락동 181-228,부산광역시 수영구 광안해변로 299 (민락동),회센터,SKT,편의시설
806,부산광역시,민락동주민센터,35.1572836,부산광역시,129.1254025,Public WiFi,051-888-4604,수영구,부산광역시 수영구 민락동 34-10,부산광역시 수영구 광안해변로295번길 20,민원실,SKT,관공서
807,부산광역시,농협 해운대중동지점,35.162045,부산광역시,129.160509,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중동 1383-9,부산광역시 해운대구 구남로 23,민원실,SKT,기타
808,부산광역시,부산재송동우체국,35.189303,부산광역시,129.126437,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송동 1058-18,부산광역시 해운대구 재반로 121-1,민원실,KT,기타
809,부산광역시,해운대우체국,35.170638,부산광역시,129.174451,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1458-3,부산광역시 해운대구 양운로 87,민원실,KT,기타
810,부산광역시,부산우1동우체국,35.163961,부산광역시,129.161174,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 601-6,부산광역시 해운대구 중동1로 11,민원실,KT,기타
811,부산광역시,부산반여3동우체국,35.201122,부산광역시,129.131511,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1603-1,부산광역시 해운대구 재반로 267,민원실,KT,기타
812,부산광역시,누리마루Apec하우스,35.152385,부산광역시,129.151302,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 714-1,부산광역시 해운대구 동백로 116 누리마루APEC하우스,누리마루,KT,관광
813,부산광역시,고은사진미술관(중1동),35.163275,부산광역시,129.141214,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1005-17,부산광역시 해운대구 해운대로452번길 16,미술관,SKT,지역문화시설
814,부산광역시,해운대청소년 수련원,35.1738065,부산광역시,129.1953348,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 송정동 775-2,부산광역시 해운대구 광어골로82번길 25,수련원,SKT,지역문화시설
815,부산광역시,해운대은혜의집,35.174262,부산광역시,129.1327413,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1201,부산광역시 해운대구 해운대로295번길 16,은혜의집,SKT,서민·복지시설
816,부산광역시,해운대역,35.163651,부산광역시,129.158897,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우1동 539,부산광역시 해운대구 해운대로 612,역사,LGU+,교통시설
817,부산광역시,해운대복지관,35.1799103,부산광역시,129.1278193,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송1동 100-9,부산광역시 해운대구 재반로 12번길 16,복지관,LGU+,서민·복지시설
818,부산광역시,해운대구청소년문화의집,35.2287844,부산광역시,129.1603893,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 890,부산광역시 해운대구 신반송로 173,문화의집,SKT,지역문화시설
819,부산광역시,해운대구청,35.1629742,부산광역시,129.1637253,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중동 1378-95,부산광역시 해운대구 중동2로 11,민원실,SKT,관공서
