지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
삼정초등학교운동장,지진대피소,옥외대피소,운동장,,서울특별시 강서구 방화동 798,37.5800787897,126.8103496393,540.0,115,N,02-2600-6293,,별도지구지정사항없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
치현초등학교운동장,지진대피소,옥외대피소,운동장,,서울특별시 강서구 방화동 833,37.5756201838,126.8145766540,2310.0,490,N,02-2600-6293,,별도지구지정사항없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
방화근린공원,지진대피소,옥외대피소,공원,,서울특별시 강서구 방화동 855,37.5824060353,126.8120283602,72132.0,10929,N,02-2600-6293,,별도지구지정사항없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
염경중학교,지진대피소,실내대피소,학교,서울특별시 강서구 양천로69길 35(염창동),,37.5545394356,126.8705312766,690,209,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
염경초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 양천로69길 49(염창동),,37.5550014830,126.8712049860,12000,1000,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
백석초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 공항대로 491(등촌1동),,37.5536472918,126.8624252813,2378,650,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
등마초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 등촌로35길 12(등촌2동),,37.5420451553,126.8616681100,4691,1421,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
가곡초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 공항대로36길 74(발산1동),,37.5557076032,126.8361018296,1650,500,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
화곡초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 초록마을로 28(화곡본동),,37.5436697960,126.8464705934,3039,920,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
화일초등학교(교사동),지진대피소,실내대피소,학교,서울특별시 강서구 까치산로10길 70(화곡본동),,37.5407122141,126.8474723866,3121,945,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
화원중학교,지진대피소,실내대피소,학교,서울특별시 강서구 강서로17나길 86(화곡1동),,37.5362149896,126.8424126876,1650,500,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
신정초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 곰달래로31가길 27(화곡2동),,37.5320724314,126.8523594393,17322,3000,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
내발산초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 강서로46길 2(발산1동),,,,3862,1000,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
우장초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 화곡로 263(화곡동),,37.5496373729,126.8459830632,2145,650,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
양천초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 강서로 329(가양1동),,37.5552617635,126.8368633283,1481,400,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
공진중학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 양천로55길56(가양2동),,37.5669249905,126.8510546369,580,175,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
염강초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 허준로 221-22(가양3동),,37.5611132287,126.8642224641,598,181,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
발산초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 강서로 45길113(발산1동),,37.5502619848,126.8309941522,992,300,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
송정초등학교,지진대피소,실내대피소,학교,서울특별시 강서구 공항대로3길 18(공항동),,37.5622317922,126.8102817048,618,180,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
송정중학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 남부순환로 121(공항동),,37.5533808896,126.8151297158,432,90,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
송화초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 방화대로34길 2(방화1동),,37.5681509143,126.8180316932,1650,350,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
방원중학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 금낭화로 269(방화3동),,,,1103,330,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
삼정초등학교(체육관동),지진대피소,실내대피소,학교,서울특별시 강서구 금낭화로 222(방화3동),,37.5805078932,126.8104934611,540,160,N,02-2600-6293,,별도 지구지정사항 없음,,,,미적용,,,,,,,서울특별시 강서구청,02-2600-6293,2019-06-17,3150000,서울특별시 강서구,
서울녹번초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 녹번로1길 1,,37.6042910,126.9261110,2700,818,Y,02-386-0752,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울은평초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로 239,,37.6019568,126.9341059,5400,1636,Y,02-355-6707,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
새록공원,지진대피소,옥외대피소,공원,서울특별시 은평구 은평로 13길 35,,37.60399054,126.9237282,956,290,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
녹번동마을마당,지진대피소,옥외대피소,공원,,서울특별시 은평구 녹번동 104-7,,,754,228,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평평화공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 녹번동 153-1,,,5700,1727,Y,02-351-5022,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
불광초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 불광로 51,,37.6131288,126.9309325,4896,1483,Y,02-355-5637,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은혜초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로 78가길 20,,37.6177491,126.9275474,2800,848,Y,02-355-3912,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
불광어린이공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 불광동 236-5,,,496,150,Y,02-351-5042,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연신어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 통일로78길 31,,37.61928690,126.92526854,1236,374,Y,02-351-5042,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
세명컴퓨터고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로92가길 33,,37.6275889,126.9231578,2260,684,Y,02-354-6459,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연광초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로35길 37,,37.6238264,126.9240662,3390,1027,Y,02-353-4800,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연신중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로33길 16-32,,37.6234911,126.9247507,5635,1707,Y,02-383-7836,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로 347,,37.6262605,126.9282737,3926,1190,Y,02-385-2613,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
불광중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 불광로 180,,37.6230193,126.9321230,6985,2120,Y,02-385-8356,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
박석공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 416-3,,,856.9,259,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
갈곡리공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 436-51,,,1738.7,526,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서갈현공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 434-38,,,1532.2,464,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연신내물빛공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 397,,,2051,621,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
앵봉산 주민쉼터,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 산49-22,,,500,151,Y,02-351-5113,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
길마공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 474-1,,,1596,483,Y,02-351-5133,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
좌월공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 513-1,,,1398,424,Y,02-3159-4603,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
궁말공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 갈현동 327-21,,,1190,361,Y,02-3159-4603,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
갈현초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로29길 31,,37.6192867,126.9166431,8552,2592,Y,02-355-8971,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
구산초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 서오릉로15길 16,,37.6124476,126.9094685,8588,2602,Y,02-387-7487,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
구산중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로15길 20-23,,37.6096859,126.9088711,4680,1418,Y,02-389-8785,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로17나길 12-1,,37.6107316,126.9084436,6612,2003,Y,02-382-3541,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 갈현로15길 51,,37.6092227,126.9058482,1350,409,Y,02-383-0872,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울대은초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로69길 12-15,,37.61184841,126.9261543,3127,947,Y,02-388-0836,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울대조초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 연서로18길 17,,37.6132233,126.9195423,4060,1230,Y,02-387-4600,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울동명여자고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 통일로 793,,37.6146895,126.9240099,7721,2340,Y,02-351-5192,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
대조공원,지진대피소,옥외대피소,공원,서울특별시 은평구 연서로22길 9-30,,37.61530984,126.9197452,4176,1265,Y,02-351-5192,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은명초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로4길 21-9,,37.5979615,126.9188333,14555.4,4410,Y,02-359-9517,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
신진자동차고등학교 운동장,지진대피소,옥외대피소,운동장,,서울특별시 은평구 응암동 114-1,,,11737.9,3556,Y,02-355-9487,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
응암공원,지진대피소,옥외대피소,공원,서울특별시 은평구 은평로11길 10,,37.6016787,126.92351634,992.1,300,Y,02-351-5232,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
영락중학교 운동장,지진대피소,옥외대피소,운동장,,서울특별시 은평구 응암동 226-13,,,4983,1510,Y,02-388-4033,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
응암2동 마을마당,지진대피소,옥외대피소,공원,,서울특별시 은평구 응암동 427-77,,,632,191,Y,02-351-5245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
응암9어린이공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 응암동 761-9,,,2244.3,680,Y,02-351-5245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연은초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 백련산로2길 35,,37.5905111346,126.925112043,10568,3202,Y,02-302-2999,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평문화예술정보학교  운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 208,,37.5895736,126.9193057,1000,303,Y,02-3152-5703,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
충암초중고등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로5길 5,,37.5850457,126.9217386,9300,2818,Y,02-305-5776,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
응암초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로6길 20,,37.5882608,126.9217624,2000,606,Y,02-303-3044,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
참다래공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 응암동 120-22,,,860,260,Y,02-351-5282,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
역촌초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평로3길 25,,37.6017363,126.9142657,3500,1060,Y,02-359-0170,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
역말공원,지진대피소,옥외대피소,공원,서울특별시 은평구 갈현로14길 32,,37.6068764,126.91423401,966.3,293,Y,02-350-5254,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
덕산중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 400,,37.6021261,126.9044799,2644,500,Y,02-3146-7294,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
새락골 어린이공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 신사동 5-21,,,994,301,Y,02-351-5351,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
신흥공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 신사동 31-2,,,937,284,Y,02-351-5351,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울상신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 361,,37.5976771,126.9048000,2528,766,Y,02-303-4245,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울신사초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 가좌로 275-2,,37.5926639,126.9121215,4546,1377,Y,02-373-9355,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울서신초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 은평터널로 150,,37.5923108,126.9074411,3358,1017,Y,02-3152-0703,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
상신중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 증산로15길 61,,37.5898474,126.9066630,2833,858,Y,02-305-5136,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
예일여자고등학교 운동장,지진대피소,옥외대피소,운동장,,서울특별시 은평구 구산동 8-3,,,6569,1990,Y,02-380-0976,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
시루메어린이공원,지진대피소,옥외대피소,공원,서울특별시 은평구 증산로5길 13,,37.5829941,126.90659040,999.6,303,Y,02-351-5392,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
선정고등학교 운동장,지진대피소,옥외대피소,운동장,,서울특별시 은평구 갈현2동 227-5,,,1031,312,Y,02-3156-1720,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
분토골 공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 증산동 163-34,,,996,302,Y,02-351-5394,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
증산중학교 운동장,지진대피소,옥외대피소,운동장,,서울특별시 은평구 증산동 산24-4,,,3780,1145,Y,02-303-9293,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
증산초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 증산서길 61,,37.5821614,126.9043095,15734,4768,Y,02-373-6305,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
수색초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 수색로16길 21,,37.5850571,126.8954934,2940,890,Y,02-372-7705,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
신도초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관1로 77-23,,37.63274741,126.9291409,1583,480,Y,02-352-3692,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은빛초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관3로 73-17,,37.6351712,126.9200278,1512,458,Y,02-388-4924,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은진초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관1로 21-20,,37.6326070,126.92096256,2000,606,Y,02-351-3691,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
진관초등학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관4로 78-16,,37.6450510,126.9291301,1830,555,Y,02-386-3347,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
진관중학교 운동장,지진대피소,옥외대피소,운동장,서울특별시 은평구 진관4로 36,,37.6439091,126.9256292,1960,594,Y,02-383-5379,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
금암문화공원(은평뉴타운 제1호 문화공원),지진대피소,옥외대피소,공원,,서울특별시 은평구 진관동 53-5,,,6587.1,1996,Y,02-351-5463,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
기자촌 근린 공원,지진대피소,옥외대피소,공원,,서울특별시 은평구 진관동 산 106-17,,,128953.,39076,Y,02-351-5463,,은평구,,,,미적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서울은평초등학교 강당,지진대피소,실내대피소,체육관,서울특별시 은평구 은평로 239,,37.6019568,126.9341059,983.15,297,Y,02-355-6707,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
수리초등학교 교사동,지진대피소,실내대피소,학교,서울특별시 은평구 불광로 14길 10-10,,37.6204888,126.9342435,11537,3496,Y,02-354-9400,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연신중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 연서로 33길 16-32,,37.6234911,126.9247507,808,245,Y,02-383-7836,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연천중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 연서로 41길 30,,37.6274422,126.9258482,998,302,Y,02-354-0514,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
서광교회,지진대피소,실내대피소,기타,서울특별시 은평구 통일로 951,,37.6277327,126.9191793,1167,354,Y,02-387-0691,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
구산초등학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 서오릉로 15길 16,,37.6124476,126.9094685,1726,523,Y,02-356-9693,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평중학교 체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 갈현로17나길 12-1,,37.6107316,126.9084436,1151,349,Y,02-382-3545,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
대은초등학교 강당,지진대피소,실내대피소,체육관,서울특별시 은평구 통일로69길 12-15,,37.61184841,126.9261543,1000,303,Y,02-388-0836,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은명초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 은평구 은평로4길 21-9,,37.5979615,126.9188333,14555,4410,Y,02-359-9518,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
연은초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 은평구 백련산로2길 35,,37.5905111346,126.925112043,10568,3202,Y,02-302-2999,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
응암초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 은평구 가좌로6길 20,,37.5882608,126.9217624,15274,4628,Y,02-303-3044,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
역촌동주민센터,지진대피소,실내대피소,기타,서울특별시 은평구 연서로 59,,37.6044170,126.91517828,425,129,Y,02-351-5302,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
증산중학교 다목적강당,지진대피소,실내대피소,체육관,서울특별시 은평구 증산로25길 27-30,,,,2001,606,Y,02-303-9293,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
증산초등학교 교사동,지진대피소,실내대피소,학교,서울특별시 은평구 증산서길 61,,37.5821614,126.9043095,15770,4778,Y,02-373-5515,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
수색초등학교 교사동,지진대피소,실내대피소,학교,서울특별시 은평구 수색로 16길 21,,37.5850571,126.8954934,12631,3827,Y,02-372-7705,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
은평다목적체육관,지진대피소,실내대피소,체육관,서울특별시 은평구 진관1로 52,,37.6323313,126.9229176,2125,644,Y,02-350-5311,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
광현교회,지진대피소,실내대피소,기타,서울특별시 은평구 연서로 27길 31-7,,37.61844422,126.9161388,1079,250,Y,02-3157-0692,,은평구,,,,적용,,,,,,,서울특별시 은평구청,,2019-01-10,3110000,서울특별시 은평구,
명파교회 고지대,지진해일대피소,옥외대피소,기타,,강원도 고성군 현내면 명파리 295-33,38.538386,128.401322,636,300,Y,033-680-3753,,대진지구,300,636,3,미적용,,562,22,2,1,75,강원도 고성군청,033-680-3753,2018-08-20,4340000,강원도 고성군,
현내면공설운동장 고지대,지진해일대피소,옥외대피소,운동장,,강원도 고성군 현내면 대진리 310,38.500797,128.418610,21611,2000,Y,033-680-3753,,대진지구,,,,미적용,,563,14,,1,,강원도 고성군청,033-680-3753,2018-08-20,4340000,강원도 고성군,
