시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
경기,화성시,10월,240,9,363,73,266,24
경기,화성시,11월,279,5,471,93,313,65
경기,화성시,12월,233,0,381,64,302,15
경기,시흥시,01월,184,2,265,52,196,17
경기,시흥시,02월,177,1,270,56,200,14
경기,시흥시,03월,184,0,264,51,197,16
경기,시흥시,04월,204,4,303,59,228,16
경기,시흥시,05월,204,5,308,59,234,15
경기,시흥시,06월,219,6,331,67,243,21
경기,시흥시,07월,214,2,322,59,241,22
경기,시흥시,08월,187,4,275,45,215,15
경기,시흥시,09월,197,2,296,49,227,20
경기,시흥시,10월,223,1,344,79,245,20
경기,시흥시,11월,219,1,310,60,237,13
경기,시흥시,12월,222,1,364,68,268,28
경기,파주시,01월,155,0,245,42,193,10
경기,파주시,02월,170,3,272,60,191,21
경기,파주시,03월,121,2,183,55,117,11
경기,파주시,04월,131,2,190,46,136,8
경기,파주시,05월,128,2,219,59,146,14
경기,파주시,06월,129,0,184,49,122,13
경기,파주시,07월,140,1,229,38,168,23
경기,파주시,08월,147,3,229,63,143,23
경기,파주시,09월,119,0,192,44,139,9
경기,파주시,10월,145,3,197,46,142,9
경기,파주시,11월,160,3,212,47,151,14
경기,파주시,12월,148,3,233,35,181,17
경기,고양시,01월,388,6,569,98,425,46
경기,고양시,02월,410,2,639,130,472,37
경기,고양시,03월,298,0,428,88,308,32
경기,고양시,04월,321,2,517,104,370,43
경기,고양시,05월,289,3,397,93,269,35
경기,고양시,06월,299,3,416,80,303,33
경기,고양시,07월,311,3,450,90,316,44
경기,고양시,08월,321,4,508,109,352,47
경기,고양시,09월,317,4,474,99,329,46
경기,고양시,10월,326,6,497,106,348,43
경기,고양시,11월,335,2,515,114,356,45
경기,고양시,12월,335,3,479,92,344,43
경기,광주시,01월,131,0,208,35,158,15
경기,광주시,02월,131,0,219,58,150,11
경기,광주시,03월,112,4,169,37,126,6
경기,광주시,04월,134,0,236,43,150,43
경기,광주시,05월,134,2,206,40,149,17
경기,광주시,06월,132,1,191,46,135,10
경기,광주시,07월,148,3,224,43,165,16
경기,광주시,08월,137,3,235,28,192,15
경기,광주시,09월,158,3,239,39,187,13
경기,광주시,10월,154,1,213,44,150,19
경기,광주시,11월,163,1,248,43,191,14
경기,광주시,12월,157,1,234,30,191,13
경기,연천군,01월,15,0,30,5,25,0
경기,연천군,02월,16,0,23,7,14,2
경기,연천군,03월,13,0,16,8,7,1
경기,연천군,04월,12,0,25,8,16,1
경기,연천군,05월,14,2,15,10,5,0
경기,연천군,06월,20,1,31,4,22,5
경기,연천군,07월,17,0,43,6,22,15
경기,연천군,08월,13,1,21,8,11,2
경기,연천군,09월,21,0,35,5,29,1
경기,연천군,10월,19,1,31,5,25,1
경기,연천군,11월,6,0,9,2,6,1
경기,연천군,12월,23,1,34,7,24,3
경기,포천시,01월,63,2,124,18,59,47
경기,포천시,02월,48,1,66,17,38,11
경기,포천시,03월,68,1,117,25,73,19
경기,포천시,04월,70,2,113,34,63,16
경기,포천시,05월,61,1,118,25,70,23
경기,포천시,06월,73,3,123,30,70,23
경기,포천시,07월,82,1,138,20,99,19
경기,포천시,08월,81,0,146,32,89,25
경기,포천시,09월,71,3,121,26,81,14
경기,포천시,10월,82,1,123,23,85,15
경기,포천시,11월,70,1,115,31,76,8
경기,포천시,12월,63,0,109,18,81,10
경기,가평군,01월,21,2,41,6,33,2
경기,가평군,02월,24,1,44,6,30,8
경기,가평군,03월,27,2,45,7,30,8
경기,가평군,04월,28,1,47,10,33,4
경기,가평군,05월,43,2,81,21,52,8
경기,가평군,06월,31,1,52,13,35,4
경기,가평군,07월,47,1,93,13,65,15
경기,가평군,08월,56,1,101,17,79,5
경기,가평군,09월,30,0,51,7,36,8
경기,가평군,10월,28,0,55,12,39,4
경기,가평군,11월,24,0,38,4,30,4
경기,가평군,12월,21,0,34,12,19,3
경기,양평군,01월,28,2,40,15,17,8
경기,양평군,02월,44,0,84,17,63,4
경기,양평군,03월,30,1,40,10,23,7
경기,양평군,04월,43,0,78,23,47,8
경기,양평군,05월,43,3,60,22,38,0
경기,양평군,06월,40,2,56,14,39,3
경기,양평군,07월,57,2,87,21,64,2
경기,양평군,08월,54,0,86,23,58,5
경기,양평군,09월,63,3,99,24,63,12
경기,양평군,10월,53,0,83,19,59,5
경기,양평군,11월,51,0,80,31,42,7
경기,양평군,12월,26,2,33,6,19,8
경기,이천시,01월,81,4,126,31,87,8
경기,이천시,02월,74,1,116,37,74,5
경기,이천시,03월,85,1,147,25,116,6
경기,이천시,04월,86,2,140,32,94,14
경기,이천시,05월,73,0,131,28,87,16
경기,이천시,06월,93,0,142,23,108,11
경기,이천시,07월,86,2,121,32,82,7
경기,이천시,08월,89,2,149,30,111,8
경기,이천시,09월,96,1,139,34,93,12
경기,이천시,10월,75,2,127,28,88,11
경기,이천시,11월,101,3,169,33,124,12
경기,이천시,12월,77,1,119,22,89,8
경기,용인시,01월,216,0,335,60,235,40
경기,용인시,02월,277,3,471,121,294,56
경기,용인시,03월,235,3,352,99,214,39
경기,용인시,04월,279,5,459,112,285,62
경기,용인시,05월,268,4,463,104,275,84
경기,용인시,06월,240,4,377,88,226,63
경기,용인시,07월,268,7,424,88,279,57
경기,용인시,08월,251,2,426,83,277,66
경기,용인시,09월,276,1,461,96,304,61
경기,용인시,10월,307,2,458,97,314,47
경기,용인시,11월,288,3,423,89,289,45
경기,용인시,12월,300,3,467,106,290,71
경기,안성시,01월,87,2,139,31,96,12
경기,안성시,02월,80,2,143,36,94,13
경기,안성시,03월,75,1,153,36,111,6
경기,안성시,04월,87,0,151,38,98,15
경기,안성시,05월,73,2,111,19,81,11
경기,안성시,06월,91,6,146,37,101,8
경기,안성시,07월,74,2,134,17,105,12
경기,안성시,08월,84,1,132,31,95,6
경기,안성시,09월,79,0,137,30,98,9
경기,안성시,10월,103,3,164,44,108,12
경기,안성시,11월,99,0,161,43,111,7
경기,안성시,12월,94,0,169,34,120,15
경기,김포시,01월,122,1,209,46,146,17
경기,김포시,02월,136,1,216,48,157,11
경기,김포시,03월,113,0,178,43,129,6
경기,김포시,04월,118,2,189,46,130,13
경기,김포시,05월,137,0,212,58,131,23
경기,김포시,06월,129,3,179,35,132,12
경기,김포시,07월,158,1,263,42,207,14
경기,김포시,08월,149,2,228,56,160,12
경기,김포시,09월,151,6,232,52,166,14
경기,김포시,10월,168,3,272,64,170,38
경기,김포시,11월,173,1,270,44,193,33
경기,김포시,12월,128,4,216,35,157,24
경기,동두천시,01월,28,2,38,15,18,5
경기,동두천시,02월,30,0,40,14,22,4
경기,동두천시,03월,31,1,38,11,26,1
경기,동두천시,04월,22,0,29,10,17,2
경기,동두천시,05월,35,1,54,14,37,3
경기,동두천시,06월,35,2,47,11,33,3
경기,동두천시,07월,40,0,57,10,44,3
경기,동두천시,08월,37,3,47,16,31,0
경기,동두천시,09월,43,1,59,18,38,3
경기,동두천시,10월,38,1,60,13,45,2
경기,동두천시,11월,38,0,56,15,40,1
경기,동두천시,12월,29,0,51,19,31,1
경기,과천시,01월,14,0,26,8,18,0
경기,과천시,02월,19,0,37,11,24,2
경기,과천시,03월,21,0,31,5,22,4
경기,과천시,04월,21,1,31,7,20,4
경기,과천시,05월,24,0,37,11,20,6
경기,과천시,06월,16,0,35,7,19,9
경기,과천시,07월,21,0,37,4,23,10
경기,과천시,08월,22,0,29,6,22,1
경기,과천시,09월,21,0,35,6,22,7
경기,과천시,10월,21,0,24,7,13,4
경기,과천시,11월,23,0,33,6,19,8
경기,과천시,12월,16,0,30,6,21,3
경기,군포시,01월,51,0,91,20,62,9
경기,군포시,02월,56,2,81,27,50,4
경기,군포시,03월,36,0,53,15,30,8
경기,군포시,04월,54,0,83,14,58,11
경기,군포시,05월,62,0,78,19,45,14
경기,군포시,06월,56,0,89,28,52,9
경기,군포시,07월,57,0,84,22,52,10
경기,군포시,08월,48,2,56,17,34,5
경기,군포시,09월,56,3,73,19,41,13
경기,군포시,10월,67,0,92,21,59,12
경기,군포시,11월,63,0,87,20,48,19
경기,군포시,12월,53,0,87,16,60,11
경기,남양주시,01월,199,4,342,62,260,20
경기,남양주시,02월,180,1,301,51,217,33
경기,남양주시,03월,172,4,254,48,183,23
경기,남양주시,04월,204,1,301,50,219,32
경기,남양주시,05월,218,3,330,58,235,37
경기,남양주시,06월,227,4,378,74,267,37
경기,남양주시,07월,230,4,411,76,301,34
경기,남양주시,08월,213,1,360,60,267,33
경기,남양주시,09월,194,2,321,62,226,33
경기,남양주시,10월,197,1,316,58,231,27
경기,남양주시,11월,197,4,296,58,213,25
경기,남양주시,12월,200,12,293,50,224,19
경기,오산시,01월,82,1,129,29,90,10
경기,오산시,02월,68,1,105,30,69,6
경기,오산시,03월,72,0,103,24,70,9
경기,오산시,04월,68,0,95,24,54,17
경기,오산시,05월,85,1,114,31,72,11
경기,오산시,06월,85,0,120,43,67,10
경기,오산시,07월,89,2,136,34,91,11
경기,오산시,08월,67,1,96,19,53,24
경기,오산시,09월,83,0,115,32,75,8
경기,오산시,10월,104,0,158,29,121,8
경기,오산시,11월,64,0,87,29,50,8
경기,오산시,12월,95,4,151,31,111,9
경기,의왕시,01월,42,1,64,17,47,0
경기,의왕시,02월,45,0,79,17,59,3
경기,의왕시,03월,23,0,34,11,19,4
경기,의왕시,04월,33,0,58,14,36,8
경기,의왕시,05월,33,0,49,13,35,1
경기,의왕시,06월,38,0,49,12,31,6
경기,의왕시,07월,38,0,65,16,47,2
경기,의왕시,08월,44,2,67,18,47,2
경기,의왕시,09월,45,1,116,23,80,13
경기,의왕시,10월,31,0,40,7,30,3
경기,의왕시,11월,36,1,60,14,37,9
경기,의왕시,12월,36,0,45,8,36,1
경기,하남시,01월,67,0,98,16,73,9
경기,하남시,02월,65,0,90,22,64,4
경기,하남시,03월,71,1,109,19,75,15
경기,하남시,04월,84,1,124,30,79,15
경기,하남시,05월,112,5,181,40,114,27
경기,하남시,06월,97,0,127,11,97,19
경기,하남시,07월,79,1,130,18,102,10
경기,하남시,08월,69,0,105,24,69,12
경기,하남시,09월,72,0,109,27,77,5
경기,하남시,10월,97,0,136,27,93,16
경기,하남시,11월,90,1,133,32,85,16
경기,하남시,12월,74,0,101,20,69,12
강원,춘천시,01월,101,0,166,19,135,12
강원,춘천시,02월,96,1,154,20,129,5
강원,춘천시,03월,117,1,181,27,146,8
강원,춘천시,04월,128,1,200,30,159,11
강원,춘천시,05월,138,0,214,37,170,7
강원,춘천시,06월,152,1,233,43,172,18
강원,춘천시,07월,131,4,190,41,139,10
강원,춘천시,08월,135,4,212,34,166,12
강원,춘천시,09월,148,1,238,51,175,12
강원,춘천시,10월,165,2,248,42,199,7
강원,춘천시,11월,124,1,217,24,182,11
강원,춘천시,12월,123,2,167,22,138,7
강원,원주시,01월,181,2,280,49,219,12
강원,원주시,02월,144,2,244,34,195,15
강원,원주시,03월,138,2,220,40,168,12
강원,원주시,04월,152,3,225,52,167,6
강원,원주시,05월,161,0,239,59,165,15
강원,원주시,06월,147,1,227,63,149,15
강원,원주시,07월,151,1,242,46,183,13
강원,원주시,08월,168,0,289,55,217,17
강원,원주시,09월,172,1,294,62,219,13
강원,원주시,10월,173,3,264,66,186,12
강원,원주시,11월,179,2,299,55,226,18
강원,원주시,12월,139,3,219,39,165,15
강원,동해시,01월,26,0,35,4,31,0
강원,동해시,02월,26,1,39,9,30,0
강원,동해시,03월,18,0,23,6,16,1
강원,동해시,04월,22,0,40,7,30,3
강원,동해시,05월,42,1,59,9,50,0
강원,동해시,06월,34,0,51,6,45,0
강원,동해시,07월,31,1,63,14,49,0
강원,동해시,08월,32,0,48,9,39,0
강원,동해시,09월,33,0,44,9,33,2
강원,동해시,10월,31,1,40,6,34,0
강원,동해시,11월,27,1,35,6,29,0
강원,동해시,12월,34,0,44,11,33,0
강원,강릉시,01월,76,1,128,13,104,11
강원,강릉시,02월,78,0,126,16,108,2
강원,강릉시,03월,73,3,106,22,83,1
강원,강릉시,04월,74,3,100,17,83,0
강원,강릉시,05월,74,2,116,18,97,1
강원,강릉시,06월,79,2,115,26,89,0
강원,강릉시,07월,85,0,134,34,99,1
강원,강릉시,08월,72,3,103,22,81,0
강원,강릉시,09월,75,2,141,37,103,1
강원,강릉시,10월,84,2,132,29,102,1
강원,강릉시,11월,82,1,106,34,72,0
강원,강릉시,12월,66,3,103,23,77,3
강원,속초시,01월,37,2,60,17,43,0
강원,속초시,02월,28,0,44,13,31,0
강원,속초시,03월,21,0,31,8,23,0
강원,속초시,04월,36,0,51,15,36,0
강원,속초시,05월,38,1,49,15,34,0
강원,속초시,06월,37,1,64,16,47,1
강원,속초시,07월,44,0,81,22,56,3
강원,속초시,08월,44,0,68,21,44,3
강원,속초시,09월,36,0,54,11,42,1
강원,속초시,10월,40,1,61,12,48,1
강원,속초시,11월,36,1,43,22,20,1
강원,속초시,12월,36,0,54,21,33,0
강원,태백시,01월,12,1,18,1,17,0
강원,태백시,02월,16,1,20,7,12,1
강원,태백시,03월,14,2,24,3,19,2
강원,태백시,04월,16,0,29,7,22,0
강원,태백시,05월,24,0,42,7,32,3
강원,태백시,06월,10,1,18,3,14,1
강원,태백시,07월,18,0,21,3,17,1
강원,태백시,08월,22,1,45,7,30,8
강원,태백시,09월,21,2,35,7,25,3
강원,태백시,10월,20,0,26,8,18,0
강원,태백시,11월,23,2,34,9,24,1
강원,태백시,12월,10,0,10,1,9,0
강원,삼척시,01월,21,1,26,9,17,0
강원,삼척시,02월,17,0,26,9,17,0
강원,삼척시,03월,34,0,51,16,35,0
강원,삼척시,04월,28,0,46,11,35,0
강원,삼척시,05월,39,1,72,22,50,0
강원,삼척시,06월,35,0,49,11,34,4
강원,삼척시,07월,25,0,38,6,31,1
강원,삼척시,08월,41,0,72,22,49,1
강원,삼척시,09월,26,1,34,7,25,2
강원,삼척시,10월,28,0,41,10,31,0
강원,삼척시,11월,31,1,53,18,34,1
강원,삼척시,12월,40,2,72,11,59,2
강원,홍천군,01월,29,1,42,12,25,5
강원,홍천군,02월,20,0,24,4,17,3
강원,홍천군,03월,24,6,41,13,26,2
강원,홍천군,04월,19,0,27,8,16,3
강원,홍천군,05월,23,3,27,10,17,0
강원,홍천군,06월,30,1,46,12,32,2
강원,홍천군,07월,32,0,58,12,45,1
강원,홍천군,08월,34,0,58,14,43,1
강원,홍천군,09월,31,0,58,16,41,1
강원,홍천군,10월,30,0,48,13,34,1
강원,홍천군,11월,32,1,69,23,45,1
강원,홍천군,12월,27,1,39,8,27,4
강원,횡성군,01월,10,1,11,2,9,0
강원,횡성군,02월,9,0,16,3,10,3
강원,횡성군,03월,12,0,19,6,13,0
강원,횡성군,04월,19,5,21,10,10,1
강원,횡성군,05월,13,1,15,5,10,0
강원,횡성군,06월,19,2,23,13,10,0
강원,횡성군,07월,14,0,33,5,28,0
강원,횡성군,08월,25,1,50,12,36,2
강원,횡성군,09월,19,0,28,10,18,0
강원,횡성군,10월,17,4,28,11,17,0
강원,횡성군,11월,22,0,28,7,21,0
강원,횡성군,12월,8,0,21,3,16,2
강원,영월군,01월,14,0,21,3,10,8
강원,영월군,02월,12,0,24,4,11,9
강원,영월군,03월,11,1,13,4,2,7
강원,영월군,04월,22,2,36,6,12,18
강원,영월군,05월,7,0,9,3,3,3
강원,영월군,06월,10,2,10,2,4,4
강원,영월군,07월,19,4,31,12,14,5
강원,영월군,08월,21,1,40,5,13,22
강원,영월군,09월,21,1,31,9,8,14
강원,영월군,10월,16,0,30,7,8,15
강원,영월군,11월,18,0,34,9,8,17
강원,영월군,12월,16,0,25,10,8,7
강원,평창군,01월,13,1,24,8,15,1
강원,평창군,02월,30,1,81,15,62,4
강원,평창군,03월,15,1,37,5,24,8
강원,평창군,04월,15,0,30,6,22,2
강원,평창군,05월,16,0,31,5,23,3
강원,평창군,06월,16,0,26,9,14,3
강원,평창군,07월,18,1,48,19,19,10
강원,평창군,08월,30,0,69,12,45,12
강원,평창군,09월,21,3,30,9,21,0
강원,평창군,10월,14,3,18,7,11,0
강원,평창군,11월,14,2,20,3,17,0
강원,평창군,12월,16,3,32,10,22,0
강원,정선군,01월,17,2,21,5,16,0
강원,정선군,02월,10,1,40,15,20,5
강원,정선군,03월,10,0,17,5,12,0
강원,정선군,04월,7,1,11,6,5,0
강원,정선군,05월,13,0,21,4,17,0
강원,정선군,06월,5,0,7,3,4,0
강원,정선군,07월,13,0,26,9,17,0
강원,정선군,08월,11,1,16,3,13,0
강원,정선군,09월,10,0,14,8,6,0
강원,정선군,10월,10,2,16,4,12,0
강원,정선군,11월,8,0,11,6,5,0
강원,정선군,12월,11,1,15,9,6,0
강원,철원군,01월,9,0,17,6,11,0
강원,철원군,02월,9,1,14,7,7,0
강원,철원군,03월,8,0,16,3,13,0
강원,철원군,04월,9,0,13,4,9,0
강원,철원군,05월,16,3,21,8,13,0
강원,철원군,06월,11,1,18,5,13,0
강원,철원군,07월,21,0,36,19,17,0
강원,철원군,08월,11,0,21,5,15,1
강원,철원군,09월,18,0,35,17,17,1
강원,철원군,10월,8,0,14,4,10,0
강원,철원군,11월,15,0,23,14,9,0
강원,철원군,12월,10,0,12,5,7,0
강원,화천군,01월,13,1,22,6,15,1
강원,화천군,02월,4,0,8,2,5,1
강원,화천군,03월,5,0,11,5,6,0
강원,화천군,04월,7,0,11,6,5,0
강원,화천군,05월,10,1,14,2,12,0
강원,화천군,06월,10,0,26,13,13,0
강원,화천군,07월,6,0,11,5,6,0
강원,화천군,08월,12,1,16,3,13,0
강원,화천군,09월,5,1,6,3,3,0
강원,화천군,10월,5,1,4,1,3,0
강원,화천군,11월,5,0,5,1,3,1
강원,화천군,12월,6,4,7,4,3,0
강원,양구군,01월,5,0,8,0,8,0
강원,양구군,02월,7,0,11,2,8,1
강원,양구군,03월,2,1,1,0,1,0
강원,양구군,04월,5,0,8,0,7,1
강원,양구군,05월,14,1,23,4,18,1
강원,양구군,06월,4,0,7,4,3,0
강원,양구군,07월,9,0,20,1,17,2
강원,양구군,08월,5,0,6,2,4,0
강원,양구군,09월,8,1,11,3,7,1
강원,양구군,10월,8,0,15,3,12,0
강원,양구군,11월,10,2,14,2,10,2
강원,양구군,12월,8,0,13,1,10,2
강원,인제군,01월,9,0,28,10,18,0
강원,인제군,02월,1,0,1,1,0,0
강원,인제군,03월,6,2,9,7,2,0
강원,인제군,04월,12,2,25,10,15,0
강원,인제군,05월,9,0,18,8,10,0
강원,인제군,06월,8,0,14,8,6,0
강원,인제군,07월,11,2,12,6,6,0
강원,인제군,08월,17,2,29,8,21,0
강원,인제군,09월,8,1,9,4,5,0
강원,인제군,10월,4,0,9,4,5,0
강원,인제군,11월,6,0,9,3,4,2
강원,인제군,12월,10,1,15,6,9,0
강원,고성군,01월,7,0,10,2,7,1
강원,고성군,02월,7,1,15,3,12,0
강원,고성군,03월,6,0,7,1,4,2
강원,고성군,04월,8,2,9,4,4,1
강원,고성군,05월,11,0,18,5,13,0
강원,고성군,06월,15,0,32,3,28,1
강원,고성군,07월,16,1,20,6,14,0
강원,고성군,08월,19,4,27,7,18,2
강원,고성군,09월,17,3,20,8,12,0
강원,고성군,10월,8,0,10,2,8,0
강원,고성군,11월,10,0,13,2,9,2
강원,고성군,12월,11,1,16,1,14,1
강원,양양군,01월,8,0,20,2,16,2
강원,양양군,02월,8,0,26,4,22,0
강원,양양군,03월,12,0,14,5,9,0
강원,양양군,04월,14,0,19,8,11,0
강원,양양군,05월,14,0,37,11,26,0
강원,양양군,06월,13,1,17,1,16,0
강원,양양군,07월,19,0,25,7,18,0
강원,양양군,08월,18,2,39,12,25,2
강원,양양군,09월,14,3,27,5,19,3
강원,양양군,10월,17,2,23,13,9,1
강원,양양군,11월,12,0,21,5,16,0
강원,양양군,12월,6,0,11,1,10,0
충북,청주시,01월,347,6,589,106,473,10
충북,청주시,02월,366,12,569,112,448,9
충북,청주시,03월,387,2,607,122,472,13
충북,청주시,04월,436,10,685,120,549,16
충북,청주시,05월,424,8,717,173,528,16
충북,청주시,06월,440,9,721,150,544,27
충북,청주시,07월,459,6,738,131,577,30
충북,청주시,08월,447,8,674,137,506,31
충북,청주시,09월,409,6,735,150,567,18
충북,청주시,10월,469,6,715,149,540,26
충북,청주시,11월,478,6,749,147,587,15
충북,청주시,12월,414,7,662,126,507,29
충북,충주시,01월,81,2,130,34,88,8
충북,충주시,02월,101,3,151,37,101,13
충북,충주시,03월,122,1,197,41,130,26
충북,충주시,04월,115,0,185,49,128,8
충북,충주시,05월,112,5,178,28,137,13
충북,충주시,06월,108,5,159,45,103,11
충북,충주시,07월,116,3,191,47,129,15
충북,충주시,08월,86,0,158,44,103,11
충북,충주시,09월,132,3,230,57,160,13
충북,충주시,10월,139,0,211,53,147,11
충북,충주시,11월,123,2,239,50,181,8
충북,충주시,12월,114,3,200,50,146,4
충북,제천시,01월,67,1,121,21,93,7
충북,제천시,02월,60,2,124,26,93,5
충북,제천시,03월,82,2,139,32,105,2
충북,제천시,04월,74,0,148,28,105,15
충북,제천시,05월,76,0,143,25,109,9
충북,제천시,06월,74,1,134,22,103,9
충북,제천시,07월,76,4,121,31,82,8
충북,제천시,08월,88,2,149,20,122,7
충북,제천시,09월,75,2,119,33,75,11
충북,제천시,10월,74,2,123,24,93,6
충북,제천시,11월,102,2,153,35,115,3
충북,제천시,12월,64,3,101,22,73,6
충북,보은군,01월,9,0,13,7,6,0
충북,보은군,02월,5,0,7,3,4,0
충북,보은군,03월,10,0,14,2,11,1
충북,보은군,04월,12,0,19,7,9,3
충북,보은군,05월,11,1,10,4,5,1
충북,보은군,06월,12,1,21,10,11,0
충북,보은군,07월,13,0,26,9,17,0
충북,보은군,08월,18,1,31,14,16,1
충북,보은군,09월,12,1,17,4,13,0
충북,보은군,10월,14,1,21,12,9,0
충북,보은군,11월,18,1,24,15,9,0
충북,보은군,12월,15,0,21,9,11,1
충북,옥천군,01월,16,1,21,7,13,1
충북,옥천군,02월,11,0,15,5,10,0
충북,옥천군,03월,15,0,22,10,11,1
충북,옥천군,04월,23,1,30,11,17,2
충북,옥천군,05월,16,0,28,7,21,0
충북,옥천군,06월,14,1,20,8,12,0
충북,옥천군,07월,26,2,37,9,28,0
충북,옥천군,08월,17,1,19,12,7,0
충북,옥천군,09월,26,1,49,12,37,0
충북,옥천군,10월,19,2,26,9,17,0
충북,옥천군,11월,28,2,37,18,19,0
충북,옥천군,12월,17,0,36,13,23,0
충북,영동군,01월,8,0,11,8,2,1
충북,영동군,02월,11,1,15,9,6,0
충북,영동군,03월,12,0,16,15,1,0
충북,영동군,04월,11,1,20,11,9,0
충북,영동군,05월,15,1,19,11,5,3
충북,영동군,06월,15,0,16,10,6,0
충북,영동군,07월,15,2,25,9,14,2
충북,영동군,08월,15,1,19,5,14,0
충북,영동군,09월,16,2,18,10,8,0
충북,영동군,10월,12,2,14,7,7,0
충북,영동군,11월,21,0,26,14,11,1
충북,영동군,12월,14,0,22,8,14,0
충북,진천군,01월,27,0,42,9,33,0
충북,진천군,02월,47,2,91,13,77,1
충북,진천군,03월,41,0,68,20,47,1
충북,진천군,04월,53,4,87,20,64,3
충북,진천군,05월,31,1,50,13,36,1
충북,진천군,06월,40,1,63,20,40,3
충북,진천군,07월,49,2,69,15,53,1
충북,진천군,08월,50,4,66,21,44,1
충북,진천군,09월,47,2,99,28,68,3
충북,진천군,10월,46,2,68,15,48,5
충북,진천군,11월,59,1,78,23,48,7
충북,진천군,12월,61,1,101,21,76,4
충북,괴산군,01월,13,0,27,7,19,1
충북,괴산군,02월,19,4,51,17,32,2
충북,괴산군,03월,18,0,32,15,15,2
충북,괴산군,04월,20,2,40,12,27,1
충북,괴산군,05월,23,2,30,5,23,2
충북,괴산군,06월,24,0,37,14,20,3
충북,괴산군,07월,19,0,35,9,24,2
충북,괴산군,08월,26,3,39,10,29,0
충북,괴산군,09월,25,0,46,19,25,2
충북,괴산군,10월,15,0,21,6,14,1
충북,괴산군,11월,22,1,40,13,27,0
충북,괴산군,12월,15,2,28,18,10,0
충북,음성군,01월,38,2,59,20,39,0
충북,음성군,02월,50,4,83,19,64,0
충북,음성군,03월,49,1,85,34,51,0
충북,음성군,04월,54,0,98,27,71,0
충북,음성군,05월,55,1,89,21,65,3
충북,음성군,06월,61,1,114,24,89,1
충북,음성군,07월,61,0,105,31,69,5
충북,음성군,08월,64,2,121,35,82,4
충북,음성군,09월,56,3,82,34,45,3
충북,음성군,10월,61,1,140,42,97,1
충북,음성군,11월,57,3,94,31,61,2
충북,음성군,12월,46,2,78,17,59,2
충북,단양군,01월,6,0,11,4,7,0
충북,단양군,02월,13,2,19,10,9,0
충북,단양군,03월,15,1,21,7,13,1
충북,단양군,04월,6,0,9,3,6,0
충북,단양군,05월,13,1,23,2,21,0
충북,단양군,06월,16,1,24,7,16,1
충북,단양군,07월,8,1,12,5,6,1
충북,단양군,08월,17,1,27,7,18,2
충북,단양군,09월,10,0,19,8,11,0
충북,단양군,10월,15,1,28,9,18,1
충북,단양군,11월,11,0,15,3,12,0
충북,단양군,12월,5,0,15,3,12,0
충북,증평군,01월,9,0,16,6,9,1
충북,증평군,02월,9,0,10,5,5,0
충북,증평군,03월,12,1,13,7,6,0
충북,증평군,04월,17,0,23,2,20,1
충북,증평군,05월,11,0,16,8,8,0
충북,증평군,06월,14,0,19,8,11,0
충북,증평군,07월,13,0,26,10,16,0
충북,증평군,08월,13,0,24,7,16,1
충북,증평군,09월,12,0,23,4,18,1
충북,증평군,10월,17,0,30,8,21,1
충북,증평군,11월,15,0,29,8,20,1
충북,증평군,12월,20,0,29,16,12,1
충남,천안시,01월,204,3,286,49,228,9
충남,천안시,02월,190,3,299,60,232,7
충남,천안시,03월,252,4,377,79,283,15
충남,천안시,04월,256,4,400,72,315,13
충남,천안시,05월,258,3,397,78,306,13
충남,천안시,06월,233,2,326,74,238,14
충남,천안시,07월,247,7,363,80,268,15
충남,천안시,08월,250,5,373,86,268,19
충남,천안시,09월,244,7,353,72,267,14
충남,천안시,10월,268,6,393,90,287,16
충남,천안시,11월,252,6,401,81,300,20
충남,천안시,12월,260,4,378,79,286,13
충남,아산시,01월,65,2,96,38,56,2
충남,아산시,02월,60,2,90,19,66,5
충남,아산시,03월,65,6,80,21,57,2
충남,아산시,04월,62,2,86,21,63,2
충남,아산시,05월,64,2,93,30,58,5
충남,아산시,06월,52,2,65,27,36,2
충남,아산시,07월,64,4,88,28,53,7
충남,아산시,08월,74,3,106,35,66,5
충남,아산시,09월,70,6,100,30,68,2
충남,아산시,10월,58,1,82,25,53,4
충남,아산시,11월,63,5,75,31,38,6
충남,아산시,12월,65,3,85,22,60,3
충남,보령시,01월,16,0,21,8,13,0
충남,보령시,02월,26,2,38,16,22,0
충남,보령시,03월,32,4,40,14,26,0
충남,보령시,04월,26,3,30,13,16,1
충남,보령시,05월,30,1,42,17,25,0
충남,보령시,06월,35,2,48,28,19,1
충남,보령시,07월,34,0,45,24,21,0
충남,보령시,08월,35,1,51,21,30,0
충남,보령시,09월,26,2,38,21,16,1
충남,보령시,10월,39,1,72,41,31,0
충남,보령시,11월,25,1,35,15,20,0
충남,보령시,12월,23,1,34,11,23,0
충남,공주시,01월,44,2,63,24,38,1
충남,공주시,02월,38,2,55,16,37,2
충남,공주시,03월,47,0,91,15,69,7
충남,공주시,04월,63,0,124,27,89,8
충남,공주시,05월,79,2,148,46,94,8
충남,공주시,06월,51,2,107,38,60,9
충남,공주시,07월,49,0,84,12,65,7
충남,공주시,08월,50,2,77,29,46,2
충남,공주시,09월,50,4,83,26,50,7
충남,공주시,10월,53,1,86,20,61,5
충남,공주시,11월,56,3,94,39,45,10
충남,공주시,12월,50,6,80,19,57,4
충남,서산시,01월,62,2,102,38,61,3
